<<<<<<< HEAD
<<<<<<< HEAD
Order ID,Date,itemID,Total Order Price
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
20,2022/03/07,501,217.5
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
22,2022/03/07,506,1248.0
=======
21,2022/03/07,501,6.5
>>>>>>> 485cc89291d7ce211c8fdf2fbb8f7ad370bfc884
